sample_ID	paper_number	compound	chemical_family	Ln_ion	Ln_anisotropy	Ln_Kramers	concentration	coordination_number	number_of_ligands	coordination_elements	X_im_max	T_B3	T_B3H	H	Fit	Ueff	Ueff_2	Ueff_ff	tau0	tau0_ff	Hyst	T_hyst	DOI	reference	year	mol_cluster	mag_struct_cluster	mol_cluster_2	mag_struct_cluster_2	link_to_CIF
769	2016_54	[DyLz2(o-vanilin)2]·NO3·solvent	Mixed Ligands	Dy3+	Oblate	Kramers	66.6666666666667	8	4	Oxygen+Nitrogen	Not Measured	NA	NA	NA	Argand	668	NA	NA	NA	NA	Pinched Hysteresis	1.9	10.1039/c5sc04510j	Wu, J., Jung, J., Zhang, P., Zhang, H., Tang, J. & Le Guennic, B. 2016 Cis–trans isomerism modulates the magnetic relaxation of dysprosium single-molecule magnets. Chemical Science 7, 3632–3639. (doi:10.1039/c5sc04510j)	2016	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c5sc04510j
770	2016_54	[DyLz2(o-vanilin)2]·NO3·solvent	Mixed Ligands	Dy3+	Oblate	Kramers	7.57575757575758	8	4	Oxygen+Nitrogen	Not Measured	NA	NA	NA	Argand	696	NA	NA	NA	NA	Full Hysteresis	12	10.1039/c5sc04510j	Wu, J., Jung, J., Zhang, P., Zhang, H., Tang, J. & Le Guennic, B. 2016 Cis–trans isomerism modulates the magnetic relaxation of dysprosium single-molecule magnets. Chemical Science 7, 3632–3639. (doi:10.1039/c5sc04510j)	2016	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c5sc04510j
771	2016_54	[DyLz2(o-vanilin)2]·NO3·solvent	Mixed Ligands	Dy3+	Oblate	Kramers	2.5	NA	NA	Oxygen+Nitrogen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Full Hysteresis	12	10.1039/c5sc04510j	Wu, J., Jung, J., Zhang, P., Zhang, H., Tang, J. & Le Guennic, B. 2016 Cis–trans isomerism modulates the magnetic relaxation of dysprosium single-molecule magnets. Chemical Science 7, 3632–3639. (doi:10.1039/c5sc04510j)	2016	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c5sc04510j
772	2016_54	[DyLz2(o-vanilin)2]·CF3SO3·solvent	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	19	NA	NA	Argand	120	NA	NA	NA	NA	Not Measured	NA	10.1039/c5sc04510j	Wu, J., Jung, J., Zhang, P., Zhang, H., Tang, J. & Le Guennic, B. 2016 Cis–trans isomerism modulates the magnetic relaxation of dysprosium single-molecule magnets. Chemical Science 7, 3632–3639. (doi:10.1039/c5sc04510j)	2016	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c5sc04510j
773	2016_55	[Na2Dy2(8-mCND)8(CH3OH)(Me2CO)][Me2CO]0.5	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	10	1000	X''(T)	25.92	NA	NA	1.24e-6	NA	No Hysteresis	1.8	10.1039/c6sc01157h	Bi, Y. et al. 2016 Thermostability and photoluminescence of Dy(iii) single-molecule magnets under a magnetic field. Chem. Sci. 7, 5020–5031. (doi:10.1039/c6sc01157h)	2016	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc01157h
774	2016_55	[KDy2(8-mCND)4(CH3OH)(Me2CO)]2[Me2CO]2	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	11	1000	X''(T)	48.96	NA	NA	3.74e-7	NA	No Hysteresis	1.8	10.1039/c6sc01157h	Bi, Y. et al. 2016 Thermostability and photoluminescence of Dy(iii) single-molecule magnets under a magnetic field. Chem. Sci. 7, 5020–5031. (doi:10.1039/c6sc01157h)	2016	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc01157h
775	2016_55	[RbDy2(8-mCND)4(CH3OH)(Me2CO)]2[Me2CO]2	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	11.5	1000	X''(T)	60.48	NA	NA	1.73e-7	NA	No Hysteresis	1.8	10.1039/c6sc01157h	Bi, Y. et al. 2016 Thermostability and photoluminescence of Dy(iii) single-molecule magnets under a magnetic field. Chem. Sci. 7, 5020–5031. (doi:10.1039/c6sc01157h)	2016	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc01157h
776	2016_55	[CsDy2(8-mCND)4(CH3OH)(Me2CO)]2[Me2CO]2	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	11	1000	X''(T)	54.72	NA	NA	1.86e-7	NA	No Hysteresis	1.8	10.1039/c6sc01157h	Bi, Y. et al. 2016 Thermostability and photoluminescence of Dy(iii) single-molecule magnets under a magnetic field. Chem. Sci. 7, 5020–5031. (doi:10.1039/c6sc01157h)	2016	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc01157h
777	2016_55	{DyNa}sub	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	7	1000	X''(T)	80.64	NA	NA	2.74e-9	NA	Not Measured	NA	10.1039/c6sc01157h	Bi, Y. et al. 2016 Thermostability and photoluminescence of Dy(iii) single-molecule magnets under a magnetic field. Chem. Sci. 7, 5020–5031. (doi:10.1039/c6sc01157h)	2016	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc01157h
778	2016_55	[K2Dy2(8-mCND)8H2O)0.5]2	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	11	1000	X''(T)	77.76	NA	NA	5.59e-8	NA	No Hysteresis	1.8	10.1039/c6sc01157h	Bi, Y. et al. 2016 Thermostability and photoluminescence of Dy(iii) single-molecule magnets under a magnetic field. Chem. Sci. 7, 5020–5031. (doi:10.1039/c6sc01157h)	2016	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc01157h
779	2016_55	[Rb2Dy2(8-mCND)8H2O)0.5]2	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	12	1000	X''(T)	84.96	NA	NA	3.82e-8	NA	No Hysteresis	1.8	10.1039/c6sc01157h	Bi, Y. et al. 2016 Thermostability and photoluminescence of Dy(iii) single-molecule magnets under a magnetic field. Chem. Sci. 7, 5020–5031. (doi:10.1039/c6sc01157h)	2016	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc01157h
780	2016_55	[Cs2Dy2(8-mCND)8H2O)0.5]2	Other Families	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	12	1000	X''(T)	106.56	NA	NA	1.06e-8	NA	No Hysteresis	1.8	10.1039/c6sc01157h	Bi, Y. et al. 2016 Thermostability and photoluminescence of Dy(iii) single-molecule magnets under a magnetic field. Chem. Sci. 7, 5020–5031. (doi:10.1039/c6sc01157h)	2016	B	II	B	VI	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc01157h
781	2016_56	[L2Dy(H2O)5][I]3·L2·(H2O)	Other Families	Dy3+	Oblate	Kramers	100	7	7	Oxygen	T_B3 > 2K	38	NA	NA	X''(T)	651	NA	NA	5.63e-12	NA	Full Hysteresis	30	10.1039/c6sc00279j	Gupta, S. K., Rajeshkumar, T., Rajaraman, G. & Murugavel, R. 2016 An air-stable Dy(iii) single-ion magnet with high anisotropy barrier and blocking temperature. Chemical Science 7, 5181–5191. (doi:10.1039/c6sc00279j)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc00279j
782	2016_56	[L2Er(H2O)5][I]3·L2·(H2O)	Other Families	Er3+	Prolate	Kramers	100	7	7	Oxygen	Freq-dependent X''	NA	4.8	2000	Argand	44.7	NA	NA	1.08e-8	NA	Not Measured	NA	10.1039/c6sc00279j	Gupta, S. K., Rajeshkumar, T., Rajaraman, G. & Murugavel, R. 2016 An air-stable Dy(iii) single-ion magnet with high anisotropy barrier and blocking temperature. Chemical Science 7, 5181–5191. (doi:10.1039/c6sc00279j)	2016	C	II	D	V	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc00279j
783	2016_56	[L2Dy0.25Y0.75(H2O)5][I]3·L2·(H2O)]	Other Families	Dy3+	Oblate	Kramers	25	7	7	Oxygen	T_B3 > 2K	40	NA	NA	X''(T)	735.4	NA	NA	1.56e-12	NA	Full Hysteresis	30	10.1039/c6sc00279j	Gupta, S. K., Rajeshkumar, T., Rajaraman, G. & Murugavel, R. 2016 An air-stable Dy(iii) single-ion magnet with high anisotropy barrier and blocking temperature. Chemical Science 7, 5181–5191. (doi:10.1039/c6sc00279j)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c6sc00279j
784	2016_57	[Er-TEMPO2]	Radical	Er3+	Prolate	Kramers	100	8	5	Oxygen	Freq-dependent X''	NA	NA	NA	X''(T)	18.2	NA	NA	9e-8	NA	Not Measured	NA	10.1016/j.cplett.2016.09.033	Karbowiak, M., Rudowicz, C., Nakamura, T., Murakami, R. & Ishida, T. 2016 Spectroscopic and magnetic studies of erbium(III)-TEMPO complex as a potential single-molecule magnet: Interplay of the crystal-field and exchange coupling effects. Chemical Physics Letters 662, 163–168. (doi:10.1016/j.cplett.2016.09.033)	2016	C	II	D	VII	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=978182
785	2016_57	[Gd-TEMPO2]	Radical	Gd3+	Isotropic	Kramers	100	8	5	Oxygen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1016/j.cplett.2016.09.033	Karbowiak, M., Rudowicz, C., Nakamura, T., Murakami, R. & Ishida, T. 2016 Spectroscopic and magnetic studies of erbium(III)-TEMPO complex as a potential single-molecule magnet: Interplay of the crystal-field and exchange coupling effects. Chemical Physics Letters 662, 163–168. (doi:10.1016/j.cplett.2016.09.033)	2016	A	Unassigned	A	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=978183
786	2016_58	[Dy2(hfac)6(L1)]·C6H14	Mixed Ligands	Dy3+	Oblate	Kramers	100	9	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1002/ejic.201501145	Feng, M., Speed, S., Pointillart, F., Lefeuvre, B., Le Guennic, B., Golhen, S., Cador, O. & Ouahab, L. 2015 Dysprosium- and Ytterbium-Based Complexes Involving Tetrathiafulvalene Derivatives Functionalised with 2,2′-Bipyridine or 2,6-Di(pyrazol-1-yl)-4-pyridine. European Journal of Inorganic Chemistry 2016, 2039–2050. (doi:10.1002/ejic.201501145)	2016	B	Unassigned	B	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1430141
787	2016_58	[Dy(hfac)3(L2)]·CH2Cl2	Mixed Ligands	Dy3+	Oblate	Kramers	100	9	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1002/ejic.201501145	Feng, M., Speed, S., Pointillart, F., Lefeuvre, B., Le Guennic, B., Golhen, S., Cador, O. & Ouahab, L. 2015 Dysprosium- and Ytterbium-Based Complexes Involving Tetrathiafulvalene Derivatives Functionalised with 2,2′-Bipyridine or 2,6-Di(pyrazol-1-yl)-4-pyridine. European Journal of Inorganic Chemistry 2016, 2039–2050. (doi:10.1002/ejic.201501145)	2016	B	Unassigned	B	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1430142
788	2016_58	[Yb(hfac)3(L2)]·CH2Cl2	Mixed Ligands	Yb3+	Prolate	Kramers	100	9	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1002/ejic.201501145	Feng, M., Speed, S., Pointillart, F., Lefeuvre, B., Le Guennic, B., Golhen, S., Cador, O. & Ouahab, L. 2015 Dysprosium- and Ytterbium-Based Complexes Involving Tetrathiafulvalene Derivatives Functionalised with 2,2′-Bipyridine or 2,6-Di(pyrazol-1-yl)-4-pyridine. European Journal of Inorganic Chemistry 2016, 2039–2050. (doi:10.1002/ejic.201501145)	2016	C	Unassigned	D	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1430143
789	2016_58	[Yb(hfac)3(L3)]	Mixed Ligands	Yb3+	Prolate	Kramers	100	8	4	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1002/ejic.201501145	Feng, M., Speed, S., Pointillart, F., Lefeuvre, B., Le Guennic, B., Golhen, S., Cador, O. & Ouahab, L. 2015 Dysprosium- and Ytterbium-Based Complexes Involving Tetrathiafulvalene Derivatives Functionalised with 2,2′-Bipyridine or 2,6-Di(pyrazol-1-yl)-4-pyridine. European Journal of Inorganic Chemistry 2016, 2039–2050. (doi:10.1002/ejic.201501145)	2016	C	Unassigned	D	Unassigned	https://www.ccdc.cam.ac.uk/structures/Search?Ccdcid=1430144
790	2016_59	[Dy(LOMe)2(H2O)2](PF6)	TM near Ln	Dy3+	Oblate	Kramers	100	8	4	Oxygen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/acs.inorgchem.6b00410	Lim, K. S., Baldoví, J. J., Lee, W. R., Song, J. H., Yoon, S. W., Suh, B. J., Coronado, E., Gaita-Ariño, A. & Hong, C. S. 2016 Switching of Slow Magnetic Relaxation Dynamics in Mononuclear Dysprosium(III) Compounds with Charge Density. Inorganic Chemistry 55, 5398–5404. (doi:10.1021/acs.inorgchem.6b00410)	2016	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/acs.inorgchem.6b00410
791	2016_59	Dy(LOMe)2(NO3)	TM near Ln	Dy3+	Oblate	Kramers	100	8	3	Oxygen	Freq-dependent X''	NA	5.8	1000	Argand	76.32	NA	NA	3.14e-10	NA	Not Measured	NA	10.1021/acs.inorgchem.6b00410	Lim, K. S., Baldoví, J. J., Lee, W. R., Song, J. H., Yoon, S. W., Suh, B. J., Coronado, E., Gaita-Ariño, A. & Hong, C. S. 2016 Switching of Slow Magnetic Relaxation Dynamics in Mononuclear Dysprosium(III) Compounds with Charge Density. Inorganic Chemistry 55, 5398–5404. (doi:10.1021/acs.inorgchem.6b00410)	2016	B	II	C	V	http://www.crystallography.net/cod/result/?doi=10.1021/acs.inorgchem.6b00410
792	2016_59	[Dy(LOMe)2(H2O)2](PF6)	TM near Ln	Dy3+	Oblate	Kramers	2	8	4	Oxygen	Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/acs.inorgchem.6b00410	Lim, K. S., Baldoví, J. J., Lee, W. R., Song, J. H., Yoon, S. W., Suh, B. J., Coronado, E., Gaita-Ariño, A. & Hong, C. S. 2016 Switching of Slow Magnetic Relaxation Dynamics in Mononuclear Dysprosium(III) Compounds with Charge Density. Inorganic Chemistry 55, 5398–5404. (doi:10.1021/acs.inorgchem.6b00410)	2016	B	Unassigned	B	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1021/acs.inorgchem.6b00410
793	2016_59	Dy(LOMe)2(NO3)	TM near Ln	Dy3+	Oblate	Kramers	4	8	3	Oxygen	T_B3 > 2K	5.6	5.8	1000	Argand	74.16	NA	NA	2.81e-10	NA	Not Measured	NA	10.1021/acs.inorgchem.6b00410	Lim, K. S., Baldoví, J. J., Lee, W. R., Song, J. H., Yoon, S. W., Suh, B. J., Coronado, E., Gaita-Ariño, A. & Hong, C. S. 2016 Switching of Slow Magnetic Relaxation Dynamics in Mononuclear Dysprosium(III) Compounds with Charge Density. Inorganic Chemistry 55, 5398–5404. (doi:10.1021/acs.inorgchem.6b00410)	2016	B	II	C	V	http://www.crystallography.net/cod/result/?doi=10.1021/acs.inorgchem.6b00410
794	2016_60	[Gd(hfac)3(NIT-Ph2OEt)2]	Radical	Gd3+	Isotropic	Kramers	100	8	5	Oxygen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/acs.cgd.6b01369	Li, C., Sun, J., Yang, M., Sun, G., Guo, J., Ma, Y. & Li, L. 2016 From Monomeric Species to One-Dimensional Chain: Enhancing Slow Magnetic Relaxation through Coupling Mononuclear Fragments in Ln-rad System. Crystal Growth & Design 16, 7155–7162. (doi:10.1021/acs.cgd.6b01369)	2016	A	Unassigned	A	Unassigned	NA
795	2016_60	[Tb(hfac)3(NIT-Ph2OEt)2]	Radical	Tb3+	Oblate	Non-Kramers	100	8	5	Oxygen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/acs.cgd.6b01369	Li, C., Sun, J., Yang, M., Sun, G., Guo, J., Ma, Y. & Li, L. 2016 From Monomeric Species to One-Dimensional Chain: Enhancing Slow Magnetic Relaxation through Coupling Mononuclear Fragments in Ln-rad System. Crystal Growth & Design 16, 7155–7162. (doi:10.1021/acs.cgd.6b01369)	2016	B	Unassigned	E	Unassigned	NA
796	2016_60	[Gd(hfac)3(NITPh2OEt)]n	Radical	Gd3+	Isotropic	Kramers	100	8	5	Oxygen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1021/acs.cgd.6b01369	Li, C., Sun, J., Yang, M., Sun, G., Guo, J., Ma, Y. & Li, L. 2016 From Monomeric Species to One-Dimensional Chain: Enhancing Slow Magnetic Relaxation through Coupling Mononuclear Fragments in Ln-rad System. Crystal Growth & Design 16, 7155–7162. (doi:10.1021/acs.cgd.6b01369)	2016	A	Unassigned	A	Unassigned	NA
797	2016_60	[Tb(hfac)3(NITPh2OEt)]n	Radical	Tb3+	Oblate	Non-Kramers	100	8	5	Oxygen	T_B3 > 2K	4.5	NA	NA	X''(T)	56.06	NA	NA	9.69e-10	NA	Full Hysteresis	2	10.1021/acs.cgd.6b01369	Li, C., Sun, J., Yang, M., Sun, G., Guo, J., Ma, Y. & Li, L. 2016 From Monomeric Species to One-Dimensional Chain: Enhancing Slow Magnetic Relaxation through Coupling Mononuclear Fragments in Ln-rad System. Crystal Growth & Design 16, 7155–7162. (doi:10.1021/acs.cgd.6b01369)	2016	B	II	E	VII	NA
798	2016_61	Dyfod3bpy	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	NA	NA	NA	X''(T)	59	NA	NA	4.8e-7	NA	Full Hysteresis	2	10.1039/c5ce02571k	Gao, C., Yang, Q., Wang, B.-W., Wang, Z.-M. & Gao, S. 2016 Evaporable lanthanide single-ion magnet. CrystEngComm 18, 4165–4171. (doi:10.1039/c5ce02571k)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c5ce02571k
799	2016_61	Dyfod3phen	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	NA	NA	X''(T)	26	NA	NA	2.6e-6	NA	Not Measured	NA	10.1039/c5ce02571k	Gao, C., Yang, Q., Wang, B.-W., Wang, Z.-M. & Gao, S. 2016 Evaporable lanthanide single-ion magnet. CrystEngComm 18, 4165–4171. (doi:10.1039/c5ce02571k)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c5ce02571k
800	2016_62	(Et3NH)[Tb(3-NO2-salen)2]·0.5H2O·CH3OH	Schiff Base	Tb3+	Oblate	Non-Kramers	100	8	2	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/c5dt03897a	Ren, M., Xu, Z.-L., Bao, S.-S., Wang, T.-T., Zheng, Z.-H., Ferreira, R. A. S., Zheng, L.-M. & Carlos, L. D. 2016 Lanthanide salen-type complexes exhibiting single ion magnet and photoluminescent properties. Dalton Transactions 45, 2974–2982. (doi:10.1039/c5dt03897a)	2016	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c5dt03897a
801	2016_62	(Et3NH)[Dy(3-NO2-salen)2]·H2O	Schiff Base	Dy3+	Oblate	Kramers	100	8	2	Oxygen+Nitrogen	Freq-dependent X''	NA	NA	NA	Argand	39.7	NA	NA	3.9e-6	NA	Not Measured	NA	10.1039/c5dt03897a	Ren, M., Xu, Z.-L., Bao, S.-S., Wang, T.-T., Zheng, Z.-H., Ferreira, R. A. S., Zheng, L.-M. & Carlos, L. D. 2016 Lanthanide salen-type complexes exhibiting single ion magnet and photoluminescent properties. Dalton Transactions 45, 2974–2982. (doi:10.1039/c5dt03897a)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c5dt03897a
802	2016_62	(Et3NH)[Ho(3-NO2-salen)2]·0.5H2O·CH3OH	Schiff Base	Ho3+	Oblate	Non-Kramers	100	8	2	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/c5dt03897a	Ren, M., Xu, Z.-L., Bao, S.-S., Wang, T.-T., Zheng, Z.-H., Ferreira, R. A. S., Zheng, L.-M. & Carlos, L. D. 2016 Lanthanide salen-type complexes exhibiting single ion magnet and photoluminescent properties. Dalton Transactions 45, 2974–2982. (doi:10.1039/c5dt03897a)	2016	B	Unassigned	E	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c5dt03897a
803	2016_62	(Et3NH)[Er(3-NO2-salen)2]·1.5H2O	Schiff Base	Er3+	Prolate	Kramers	100	8	2	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	Argand	8.7	NA	NA	1.5e-6	NA	Not Measured	NA	10.1039/c5dt03897a	Ren, M., Xu, Z.-L., Bao, S.-S., Wang, T.-T., Zheng, Z.-H., Ferreira, R. A. S., Zheng, L.-M. & Carlos, L. D. 2016 Lanthanide salen-type complexes exhibiting single ion magnet and photoluminescent properties. Dalton Transactions 45, 2974–2982. (doi:10.1039/c5dt03897a)	2016	C	II	D	III	http://www.crystallography.net/cod/result/?doi=10.1039/c5dt03897a
804	2016_62	(Et3NH)[Yb(3-NO2-salen)2]	Schiff Base	Yb3+	Prolate	Kramers	100	8	2	Oxygen+Nitrogen	No Freq-dependent X''	NA	NA	NA	Argand	7.5	NA	NA	4.1e-6	NA	Not Measured	NA	10.1039/c5dt03897a	Ren, M., Xu, Z.-L., Bao, S.-S., Wang, T.-T., Zheng, Z.-H., Ferreira, R. A. S., Zheng, L.-M. & Carlos, L. D. 2016 Lanthanide salen-type complexes exhibiting single ion magnet and photoluminescent properties. Dalton Transactions 45, 2974–2982. (doi:10.1039/c5dt03897a)	2016	C	II	D	III	http://www.crystallography.net/cod/result/?doi=10.1039/c5dt03897a
805	2016_63	[Dy(Phen)(tfmb)3]	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	17	NA	NA	X''(T)	63.56	NA	NA	4.48e-6	NA	Pinched Hysteresis	10	10.1021/acs.inorgchem.5b02971	Zhang, S. et al. 2016 Magnetization Dynamics Changes of Dysprosium(III) Single-Ion Magnets Associated with Guest Molecules. Inorganic Chemistry 55, 3865–3871. (doi:10.1021/acs.inorgchem.5b02971)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1021/acs.inorgchem.5b02971
806	2016_63	[Dy(Phen)(tfmb)3]·0.5(1,4-dioxane)	Mixed Ligands	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	T_B3 > 2K	14.5	NA	NA	X''(T)	102.82	NA	NA	1.19e-7	NA	Pinched Hysteresis	10	10.1021/acs.inorgchem.5b02971	Zhang, S. et al. 2016 Magnetization Dynamics Changes of Dysprosium(III) Single-Ion Magnets Associated with Guest Molecules. Inorganic Chemistry 55, 3865–3871. (doi:10.1021/acs.inorgchem.5b02971)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1021/acs.inorgchem.5b02971
807	2016_64	[Dy(5-NO2-Phen)(tfmb)3]	Diketonate	Dy3+	Oblate	Kramers	100	8	4	Oxygen+Nitrogen	Freq-dependent X''	NA	14.5	1200	X''(T)	83	NA	NA	5.3e-7	NA	Not Measured	NA	10.1039/c6dt00219f	Zhang, S. et al. 2016 Dysprosium(iii) complexes with a square-antiprism configuration featuring mononuclear single-molecule magnetic behaviours based on different β-diketonate ligands and auxiliary ligands. Dalton Transactions 45, 5310–5320. (doi:10.1039/c6dt00219f)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c6dt00219f
808	2016_64	[Dy(DMF)2(tffb)3]	Diketonate	Dy3+	Oblate	Kramers	100	8	5	Oxygen	Freq-dependent X''	NA	3.5	1200	Argand	55	NA	NA	8.23e-12	NA	Not Measured	NA	10.1039/c6dt00219f	Zhang, S. et al. 2016 Dysprosium(iii) complexes with a square-antiprism configuration featuring mononuclear single-molecule magnetic behaviours based on different β-diketonate ligands and auxiliary ligands. Dalton Transactions 45, 5310–5320. (doi:10.1039/c6dt00219f)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c6dt00219f
809	2016_64	[Dy(bpy)2(tfnb)3]·0.5(1,4-dioxane)	Diketonate	Dy3+	Oblate	Kramers	100	8	5	Oxygen+Nitrogen	Freq-dependent X''	NA	6.5	1200	X''(T)	39	NA	NA	3.09e-7	NA	Not Measured	NA	10.1039/c6dt00219f	Zhang, S. et al. 2016 Dysprosium(iii) complexes with a square-antiprism configuration featuring mononuclear single-molecule magnetic behaviours based on different β-diketonate ligands and auxiliary ligands. Dalton Transactions 45, 5310–5320. (doi:10.1039/c6dt00219f)	2016	B	II	B	III	http://www.crystallography.net/cod/result/?doi=10.1039/c6dt00219f
810	2016_65	[Pr(fca)3(bpy)]·MeC6H5	Mixed Ligands	Pr3+	Oblate	Non-Kramers	100	8	4	Oxygen+Nitrogen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/c5dt04948b	Koroteev, P. S., Dobrokhotova, Z. V., Ilyukhin, A. B., Efimov, N. N., Rouzières, M., Kiskin, M. A., Clérac, R. & Novotortsev, V. M. 2016 Synthesis, structure, and physical properties of new rare earth ferrocenoylacetonates. Dalton Transactions 45, 6405–6417. (doi:10.1039/c5dt04948b)	2016	B	Unassigned	C	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c5dt04948b
811	2016_65	[Gd(fca)3(bpy)]·MeC6H5	Mixed Ligands	Gd3+	Isotropic	Kramers	100	8	4	Oxygen+Nitrogen	Not Measured	NA	NA	NA	NA	NA	NA	NA	NA	NA	Not Measured	NA	10.1039/c5dt04948b	Koroteev, P. S., Dobrokhotova, Z. V., Ilyukhin, A. B., Efimov, N. N., Rouzières, M., Kiskin, M. A., Clérac, R. & Novotortsev, V. M. 2016 Synthesis, structure, and physical properties of new rare earth ferrocenoylacetonates. Dalton Transactions 45, 6405–6417. (doi:10.1039/c5dt04948b)	2016	A	Unassigned	A	Unassigned	http://www.crystallography.net/cod/result/?doi=10.1039/c5dt04948b
